"id";"ship";"imo";"updated";"lat";"long";"sog";"cog";"hdg";"depPort";"arrPort";"etdSchedule";"etd";"atd";"etaSchedule";"eta";"ata";"travel_time_hours";"departure_delay_hours";"arrival_delay_hours";"departed_on_time";"arrived_on_time";"has_complete_voyage"
4335;Star;9364722;"2018-04-05 21:04";60.0514;24.8965;22.1;350;349;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:27";698.1;-44.06;0.07;on time;late arrival;complete
4336;Megastar;9773064;"2018-04-05 21:04";59.5422;24.7112;22.2;159;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:32";698.23;-44.18;0.15;on time;late arrival;complete
4337;Star;9364722;"2018-04-05 21:05";60.0582;24.8952;22.2;360;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 22:22";699.01;-44.06;0.98;on time;late arrival;complete
4338;Megastar;9773064;"2018-04-05 21:05";59.5365;24.7155;22.3;159;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:30";698.19;-44.18;0.12;on time;late arrival;complete
4339;Star;9364722;"2018-04-05 21:06";60.0651;24.8952;22.0;1;1;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:24";698.05;-44.06;0.02;on time;late arrival;complete
4340;Megastar;9773064;"2018-04-05 21:06";59.5302;24.7202;22.4;160;162;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:31";698.21;-44.18;0.13;on time;late arrival;complete
4341;Star;9364722;"2018-04-05 21:06";60.0689;24.8953;22.5;2;1;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.11;-44.06;0.08;on time;late arrival;complete
4342;Megastar;9773064;"2018-04-05 21:07";59.5261;24.7232;22.3;160;162;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:23";698.08;-44.18;0.0;on time;on time;complete
4343;Star;9364722;"2018-04-05 21:07";60.0758;24.8955;22.4;2;2;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:24";698.05;-44.06;0.02;on time;late arrival;complete
4344;Megastar;9773064;"2018-04-05 21:08";59.519;24.7284;22.4;159;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.16;-44.18;0.08;on time;late arrival;complete
4345;Star;9364722;"2018-04-05 21:09";60.0826;24.8962;22.4;5;5;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.11;-44.06;0.08;on time;late arrival;complete
4346;Megastar;9773064;"2018-04-05 21:10";59.5103;24.7348;22.4;160;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:24";698.09;-44.18;0.02;on time;late arrival;complete
4347;Star;9364722;"2018-04-05 21:10";60.0887;24.8974;20.5;8;8;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:19";697.96;-44.06;-0.07;on time;on time;complete
4348;Megastar;9773064;"2018-04-05 21:11";59.5034;24.7399;22.3;159;161;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:31";698.21;-44.18;0.13;on time;late arrival;complete
4349;Star;9364722;"2018-04-05 21:11";60.0946;24.899;19.3;9;8;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:15";697.9;-44.06;-0.13;on time;on time;complete
4350;Star;9364722;"2018-04-05 21:11";60.0976;24.8999;18.6;8;8;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:15";697.9;-44.06;-0.13;on time;on time;complete
4351;Megastar;9773064;"2018-04-05 21:12";59.4954;24.7464;22.2;156;158;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:29";698.18;-44.18;0.1;on time;late arrival;complete
4352;Star;9364722;"2018-04-05 21:13";60.1053;24.9025;16.8;10;12;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:14";697.88;-44.06;-0.15;on time;on time;complete
4353;Megastar;9773064;"2018-04-05 21:13";59.4897;24.7511;22.4;158;159;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:35";698.28;-44.18;0.2;on time;late arrival;complete
4354;Star;9364722;"2018-04-05 21:13";60.108;24.9037;16.5;12;12;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:21";698.0;-44.06;-0.03;on time;on time;complete
4355;Megastar;9773064;"2018-04-05 21:14";59.4823;24.7572;22.3;157;158;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:28";698.16;-44.18;0.08;on time;late arrival;complete
4356;Star;9364722;"2018-04-05 21:15";60.1153;24.9053;16.0;2;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:27";698.1;-44.06;0.07;on time;late arrival;complete
4357;Megastar;9773064;"2018-04-05 21:16";59.4761;24.7625;22.0;157;159;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:30";698.19;-44.18;0.12;on time;late arrival;complete
4358;Star;9364722;"2018-04-05 21:16";60.1181;24.9053;16.3;1;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:23";698.03;-44.06;0.0;on time;on time;complete
4359;Megastar;9773064;"2018-04-05 21:17";59.4698;24.7676;21.6;157;159;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:27";698.14;-44.18;0.07;on time;late arrival;complete
4360;Star;9364722;"2018-04-05 21:17";60.1231;24.9053;16.5;0;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:20";697.98;-44.06;-0.05;on time;on time;complete
4361;Megastar;9773064;"2018-04-05 21:18";59.464;24.7725;20.2;157;158;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:32";698.23;-44.18;0.15;on time;late arrival;complete
4362;Star;9364722;"2018-04-05 21:18";60.1282;24.9052;16.3;359;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 22:26";699.08;-44.06;1.05;on time;late arrival;complete
4363;Megastar;9773064;"2018-04-05 21:19";59.4587;24.7769;18.0;157;158;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:32";698.23;-44.18;0.15;on time;late arrival;complete
4364;Star;9364722;"2018-04-05 21:18";60.1304;24.9052;15.7;360;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 22:21";699.0;-44.06;0.97;on time;late arrival;complete
4365;Megastar;9773064;"2018-04-05 21:20";59.4543;24.779;15.1;178;179;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:23";698.08;-44.18;0.0;on time;on time;complete
4366;Star;9364722;"2018-04-05 21:19";60.1353;24.9051;15.8;359;0;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 22:23";699.03;-44.06;1.0;on time;late arrival;complete
4367;Megastar;9773064;"2018-04-05 21:21";59.4505;24.7777;11.4;200;201;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:30";698.19;-44.18;0.12;on time;late arrival;complete
4368;Star;9364722;"2018-04-05 21:21";60.1401;24.905;15.2;360;358;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:21";698.0;-44.06;-0.03;on time;on time;complete
4369;Megastar;9773064;"2018-04-05 21:22";59.4481;24.7752;7.6;213;216;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:24";698.09;-44.18;0.02;on time;late arrival;complete
4370;Star;9364722;"2018-04-05 21:22";60.1442;24.906;13.1;25;28;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:22";698.01;-44.06;-0.02;on time;on time;complete
4371;Star;9364722;"2018-04-05 21:23";60.146;24.9102;8.2;82;86;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:23";"2018-05-04 21:24";698.05;-44.06;0.02;on time;late arrival;complete
4372;Megastar;9773064;"2018-04-05 21:23";59.4464;24.7731;5.6;212;212;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:23";698.08;-44.18;-0.02;on time;on time;complete
4373;Star;9364722;"2018-04-05 21:24";60.1456;24.9118;2.1;194;166;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:33";698.2;-44.06;0.15;on time;late arrival;complete
4374;Megastar;9773064;"2018-04-05 21:24";59.4452;24.7717;3.9;209;201;FIHEL;EETLL;"2018-04-05 19:30";"2018-04-07 15:29";"2018-04-05 19:18:20";"2018-04-05 21:30";"2018-05-04 21:24";"2018-05-04 21:23";698.08;-44.18;-0.02;on time;on time;complete
4375;Star;9364722;"2018-04-05 21:25";60.1458;24.9117;1.5;328;219;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:25";"2018-05-04 21:42";698.35;-44.06;0.28;on time;late arrival;complete
4376;Megastar;9773064;"2018-04-06 04:17";59.445;24.7712;4.2;35;204;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";;"2018-04-06 06:30";"2018-06-04 06:30";"2018-06-04 06:56";;;0.43;late departure;late arrival;incomplete
4377;Star;9364722;"2018-04-05 21:25";60.146;24.9122;2.3;39;219;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:26";"2018-05-04 21:54";698.55;-44.06;0.47;on time;late arrival;complete
4378;Star;9364722;"2018-04-05 21:26";60.1468;24.9137;4.1;51;208;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:27";"2018-05-04 21:55";698.56;-44.06;0.47;on time;late arrival;complete
4379;Star;9364722;"2018-04-05 21:27";60.1477;24.9149;3.2;28;205;EETLL;FIHEL;"2018-04-05 19:30";"2018-04-07 15:25";"2018-04-05 19:21:17";"2018-04-05 21:30";"2018-05-04 21:27";"2018-05-04 22:02";698.68;-44.06;0.58;on time;late arrival;complete
4380;Star;9364722;"2018-04-06 04:19";60.1483;24.9152;0.5;209;209;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";;"2018-04-06 06:30";"2018-06-04 06:30";"2018-06-04 06:30";;;0.0;late departure;on time;incomplete
4381;Megastar;9773064;"2018-04-06 04:18";59.4459;24.7726;3.6;34;175;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:41";1418.38;-0.2;0.3;on time;late arrival;complete
4382;Megastar;9773064;"2018-04-06 04:19";59.4466;24.7733;2.4;19;141;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:44";1418.43;-0.2;0.35;on time;late arrival;complete
4383;Megastar;9773064;"2018-04-06 04:20";59.4473;24.7738;2.6;27;98;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:37";1418.31;-0.2;0.22;on time;late arrival;complete
4384;Star;9364722;"2018-04-06 04:20";60.1467;24.9135;7.1;219;216;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:33";1418.21;-0.16;0.1;on time;late arrival;complete
4385;Megastar;9773064;"2018-04-06 04:21";59.448;24.7749;4.5;44;59;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:26";1418.13;-0.2;0.02;on time;late arrival;complete
4386;Star;9364722;"2018-04-06 04:21";60.1449;24.9103;10.4;226;222;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:35";1418.24;-0.16;0.13;on time;late arrival;complete
4387;Megastar;9773064;"2018-04-06 04:22";59.4495;24.7772;8.9;25;28;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.21;-0.2;0.08;on time;late arrival;complete
4388;Star;9364722;"2018-04-06 04:22";60.1416;24.9064;13.4;200;197;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:30";1418.16;-0.16;0.05;on time;late arrival;complete
4389;Megastar;9773064;"2018-04-06 04:23";59.4524;24.7781;12.5;358;357;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:28";1418.16;-0.2;0.03;on time;late arrival;complete
4390;Star;9364722;"2018-04-06 04:23";60.1376;24.9055;14.3;182;182;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:23";1418.04;-0.16;-0.07;on time;on time;complete
4391;Megastar;9773064;"2018-04-06 04:24";59.4562;24.7766;15.8;346;344;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:23";1418.08;-0.2;-0.05;on time;on time;complete
4392;Star;9364722;"2018-04-06 04:24";60.1333;24.9053;14.8;187;183;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:28";1418.13;-0.16;0.02;on time;late arrival;complete
4393;Megastar;9773064;"2018-04-06 04:25";59.4608;24.7743;18.2;346;346;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:26";1418.13;-0.2;0.0;on time;on time;complete
4394;Star;9364722;"2018-04-06 04:25";60.1289;24.9051;15.0;185;183;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:30";1418.16;-0.16;0.05;on time;late arrival;complete
4395;Megastar;9773064;"2018-04-06 04:26";59.4659;24.7719;19.7;346;346;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:29";1418.18;-0.2;0.07;on time;late arrival;complete
4396;Star;9364722;"2018-04-06 04:26";60.1246;24.9049;15.1;182;182;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:30";1418.16;-0.16;0.05;on time;late arrival;complete
4397;Megastar;9773064;"2018-04-06 04:27";59.4715;24.7693;20.9;347;347;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:23";1418.08;-0.2;-0.05;on time;on time;complete
4398;Star;9364722;"2018-04-06 04:27";60.1198;24.9047;15.3;183;182;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:29";1418.14;-0.16;0.03;on time;late arrival;complete
4399;Megastar;9773064;"2018-04-06 04:28";59.4772;24.7666;21.8;347;346;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:23";1418.08;-0.2;-0.05;on time;on time;complete
4400;Star;9364722;"2018-04-06 04:28";60.1159;24.9046;15.3;182;182;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:26";1418.09;-0.16;-0.02;on time;on time;complete
4401;Megastar;9773064;"2018-04-06 04:29";59.4832;24.764;22.6;347;346;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:27";1418.15;-0.2;0.02;on time;late arrival;complete
4402;Star;9364722;"2018-04-06 04:29";60.1111;24.9041;16.3;191;192;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:33";1418.21;-0.16;0.1;on time;late arrival;complete
4403;Megastar;9773064;"2018-04-06 04:30";59.4907;24.7605;23.1;347;347;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:28";1418.16;-0.2;0.05;on time;late arrival;complete
4404;Star;9364722;"2018-04-06 04:30";60.1057;24.9016;17.5;195;195;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:26";1418.09;-0.16;-0.02;on time;on time;complete
4405;Megastar;9773064;"2018-04-06 04:31";59.4962;24.758;23.4;347;346;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:22";1418.06;-0.2;-0.05;on time;on time;complete
4406;Star;9364722;"2018-04-06 04:31";60.1013;24.8995;18.1;195;194;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:20";1417.99;-0.16;-0.12;on time;on time;complete
4407;Megastar;9773064;"2018-04-06 04:32";59.5021;24.7549;23.8;342;341;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:27";1418.15;-0.2;0.03;on time;late arrival;complete
4408;Star;9364722;"2018-04-06 04:32";60.0967;24.8973;18.8;193;193;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:34";1418.23;-0.16;0.12;on time;late arrival;complete
4409;Megastar;9773064;"2018-04-06 04:33";59.5088;24.7502;24.1;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:30";1418.2;-0.2;0.08;on time;late arrival;complete
4410;Star;9364722;"2018-04-06 04:33";60.0908;24.8949;19.3;194;192;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:27";1418.11;-0.16;0.0;on time;on time;complete
4411;Megastar;9773064;"2018-04-06 04:34";59.5147;24.746;24.4;341;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:28";1418.16;-0.2;0.05;on time;late arrival;complete
4412;Star;9364722;"2018-04-06 04:34";60.0859;24.8931;19.9;191;190;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:38";1418.29;-0.16;0.18;on time;late arrival;complete
4413;Megastar;9773064;"2018-04-06 04:35";59.5208;24.7416;24.5;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:32";1418.23;-0.2;0.12;on time;late arrival;complete
4414;Star;9364722;"2018-04-06 04:35";60.0796;24.8911;20.4;190;188;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:32";1418.19;-0.16;0.08;on time;late arrival;complete
4415;Megastar;9773064;"2018-04-06 04:36";59.5276;24.7367;24.7;340;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:38";1418.33;-0.2;0.22;on time;late arrival;complete
4416;Star;9364722;"2018-04-06 04:36";60.0744;24.8897;20.5;190;188;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:33";1418.21;-0.16;0.1;on time;late arrival;complete
4417;Megastar;9773064;"2018-04-06 04:37";59.5339;24.7323;24.7;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:26";1418.13;-0.2;0.02;on time;late arrival;complete
4418;Star;9364722;"2018-04-06 04:37";60.0686;24.8882;20.7;189;187;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:24";1418.06;-0.16;-0.05;on time;on time;complete
4419;Megastar;9773064;"2018-04-06 04:38";59.5399;24.7279;24.7;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:24";1418.1;-0.2;-0.02;on time;on time;complete
4420;Star;9364722;"2018-04-06 04:38";60.0632;24.8874;20.9;185;182;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:26";1418.09;-0.16;-0.02;on time;on time;complete
4421;Megastar;9773064;"2018-04-06 04:39";59.547;24.7227;24.8;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:25";"2018-06-04 06:14";1417.93;-0.2;-0.18;on time;on time;complete
4422;Star;9364722;"2018-04-06 04:39";60.0561;24.8881;21.3;175;172;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:24";1418.06;-0.16;-0.05;on time;on time;complete
4423;Megastar;9773064;"2018-04-06 04:40";59.5537;24.718;24.7;341;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:26";1418.13;-0.2;0.03;on time;late arrival;complete
4424;Star;9364722;"2018-04-06 04:40";60.0502;24.8909;21.7;165;164;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:22";1418.03;-0.16;-0.08;on time;on time;complete
4425;Megastar;9773064;"2018-04-06 04:41";59.5594;24.7139;24.8;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:25";1418.11;-0.2;0.02;on time;late arrival;complete
4426;Star;9364722;"2018-04-06 04:41";60.045;24.8947;21.7;161;160;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:35";1418.24;-0.16;0.13;on time;late arrival;complete
