"id";"ship";"imo";"updated";"lat";"long";"sog";"cog";"hdg";"depPort";"arrPort";"etdSchedule";"etd";"atd";"etaSchedule";"eta";"ata";"travel_time_hours";"departure_delay_hours";"arrival_delay_hours";"departed_on_time";"arrived_on_time";"has_complete_voyage"
4685;Megastar;9773064;"2018-04-06 07:49";60.0077;24.8969;22.8;184;185;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:36";1419.1;-1.0;0.12;on time;late arrival;complete
4686;Star;9364722;"2018-04-06 07:48";59.5917;24.6941;21.8;342;337;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:27";1418.09;-0.14;0.02;on time;late arrival;complete
4687;Megastar;9773064;"2018-04-06 07:50";60.0012;24.8962;22.9;183;184;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:31";1419.01;-1.0;0.03;on time;late arrival;complete
4688;Star;9364722;"2018-04-06 07:49";59.5985;24.69;21.8;347;344;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:25";1418.06;-0.14;-0.02;on time;on time;complete
4689;Megastar;9773064;"2018-04-06 07:51";59.9947;24.8956;22.9;183;185;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:37";1419.11;-1.0;0.13;on time;late arrival;complete
4690;Star;9364722;"2018-04-06 07:51";59.6055;24.6878;22.3;2;354;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 10:27";1419.09;-0.14;1.02;on time;late arrival;complete
4691;Megastar;9773064;"2018-04-06 07:52";59.9884;24.8942;22.4;190;192;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:40";1419.16;-1.0;0.18;on time;late arrival;complete
4692;Star;9364722;"2018-04-06 07:52";59.6125;24.688;22.7;14;5;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:35";1418.23;-0.14;0.15;on time;late arrival;complete
4693;Megastar;9773064;"2018-04-06 07:53";59.9827;24.8919;22.7;191;194;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:36";1419.1;-1.0;0.12;on time;late arrival;complete
4694;Star;9364722;"2018-04-06 07:53";59.6189;24.6903;22.8;18;14;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:15";1417.89;-0.14;-0.18;on time;on time;complete
4695;Megastar;9773064;"2018-04-06 07:53";59.9791;24.8906;22.7;191;193;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:35";1419.08;-1.0;0.1;on time;late arrival;complete
4696;Star;9364722;"2018-04-06 07:54";59.6255;24.695;22.1;21;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:24";1418.04;-0.14;-0.03;on time;on time;complete
4697;Megastar;9773064;"2018-04-06 07:56";59.9641;24.8847;22.7;191;194;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:32";1419.03;-1.0;0.07;on time;late arrival;complete
4698;Star;9364722;"2018-04-06 07:56";59.6376;24.7056;22.0;23;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:30";1418.14;-0.14;0.07;on time;late arrival;complete
4699;Megastar;9773064;"2018-04-06 07:57";59.9598;24.883;22.7;191;194;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4700;Star;9364722;"2018-04-06 07:57";59.6434;24.7106;22.1;26;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:29";1418.13;-0.14;0.05;on time;late arrival;complete
4701;Megastar;9773064;"2018-04-06 07:58";59.9524;24.8802;22.7;191;193;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:33";1419.05;-1.0;0.08;on time;late arrival;complete
4702;Star;9364722;"2018-04-06 07:57";59.6446;24.7116;22.1;26;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:27";1418.09;-0.14;0.02;on time;late arrival;complete
4703;Megastar;9773064;"2018-04-06 07:59";59.9457;24.8777;22.9;191;193;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:38";1419.13;-1.0;0.17;on time;late arrival;complete
4704;Star;9364722;"2018-04-06 07:58";59.6509;24.717;22.1;27;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:30";1418.14;-0.14;0.07;on time;late arrival;complete
4705;Megastar;9773064;"2018-04-06 08:00";59.939;24.8746;22.7;196;199;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:30";1419.0;-1.0;0.03;on time;late arrival;complete
4706;Star;9364722;"2018-04-06 07:59";59.6574;24.7226;22.1;25;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:29";1418.13;-0.14;0.05;on time;late arrival;complete
4707;Star;9364722;"2018-04-06 08:00";59.6638;24.7281;22.3;24;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:30";1418.14;-0.14;0.08;on time;late arrival;complete
4708;Star;9364722;"2018-04-06 08:01";59.6702;24.7335;22.3;25;23;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:26";1418.08;-0.14;0.02;on time;late arrival;complete
4709;Megastar;9773064;"2018-04-06 08:03";59.9213;24.8626;22.9;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:32";1419.03;-1.0;0.07;on time;late arrival;complete
4710;Star;9364722;"2018-04-06 08:03";59.6767;24.7392;22.4;26;24;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:26";1418.08;-0.14;0.02;on time;late arrival;complete
4711;Megastar;9773064;"2018-04-06 08:04";59.9155;24.8585;22.9;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4712;Star;9364722;"2018-04-06 08:04";59.683;24.7452;22.5;26;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:24";1418.04;-0.14;-0.02;on time;on time;complete
4713;Megastar;9773064;"2018-04-06 08:05";59.9093;24.8543;22.8;198;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4714;Star;9364722;"2018-04-06 08:05";59.6891;24.7511;23.2;27;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:31";1418.16;-0.14;0.1;on time;late arrival;complete
4715;Megastar;9773064;"2018-04-06 08:06";59.9023;24.8496;22.8;199;202;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:30";1419.0;-1.0;0.03;on time;late arrival;complete
4716;Star;9364722;"2018-04-06 08:06";59.6951;24.7567;22.1;27;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:22";1418.01;-0.14;-0.05;on time;on time;complete
4717;Megastar;9773064;"2018-04-06 08:06";59.9021;24.8494;22.7;200;202;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:28";1418.96;-1.0;0.0;on time;on time;complete
4718;Star;9364722;"2018-04-06 08:07";59.701;24.7624;22.1;29;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:26";1418.08;-0.14;0.02;on time;late arrival;complete
4719;Star;9364722;"2018-04-06 08:08";59.7068;24.7678;22.9;25;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:26";1418.08;-0.14;0.02;on time;late arrival;complete
4720;Megastar;9773064;"2018-04-06 08:09";59.8856;24.837;22.7;201;203;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:32";1419.03;-1.0;0.07;on time;late arrival;complete
4721;Star;9364722;"2018-04-06 08:09";59.7128;24.7735;22.6;23;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:33";1418.19;-0.14;0.13;on time;late arrival;complete
4722;Megastar;9773064;"2018-04-06 08:10";59.8803;24.8329;22.8;201;204;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:29";1418.98;-1.0;0.02;on time;late arrival;complete
4723;Megastar;9773064;"2018-04-06 08:11";59.874;24.8282;22.7;201;204;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:33";1419.05;-1.0;0.08;on time;late arrival;complete
4724;Star;9364722;"2018-04-06 08:10";59.7187;24.779;22.5;24;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:32";1418.18;-0.14;0.12;on time;late arrival;complete
4725;Megastar;9773064;"2018-04-06 08:12";59.8671;24.8228;22.6;201;204;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4726;Star;9364722;"2018-04-06 08:12";59.7306;24.7902;22.3;25;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:29";1418.13;-0.14;0.07;on time;late arrival;complete
4727;Megastar;9773064;"2018-04-06 08:12";59.8664;24.8223;22.7;201;204;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:29";1418.98;-1.0;0.02;on time;late arrival;complete
4728;Star;9364722;"2018-04-06 08:13";59.7364;24.7957;22.3;25;25;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:21";1417.99;-0.14;-0.07;on time;on time;complete
4729;Megastar;9773064;"2018-04-06 08:15";59.8507;24.8102;22.6;202;204;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:31";1419.01;-1.0;0.05;on time;late arrival;complete
4730;Star;9364722;"2018-04-06 08:15";59.747;24.8046;22.4;17;16;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:29";1418.13;-0.14;0.07;on time;late arrival;complete
4731;Megastar;9773064;"2018-04-06 08:16";59.8448;24.8058;22.5;201;203;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:26";1418.93;-1.0;-0.03;on time;on time;complete
4732;Star;9364722;"2018-04-06 08:16";59.7494;24.8059;22.3;15;12;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:24";1418.04;-0.14;-0.03;on time;on time;complete
4733;Star;9364722;"2018-04-06 08:16";59.7563;24.8087;22.3;12;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:23";1418.03;-0.14;-0.03;on time;on time;complete
4734;Megastar;9773064;"2018-04-06 08:18";59.833;24.7976;22.6;200;202;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:33";1419.05;-1.0;0.08;on time;late arrival;complete
4735;Megastar;9773064;"2018-04-06 08:19";59.8277;24.7939;22.5;200;202;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:29";1418.98;-1.0;0.02;on time;late arrival;complete
4736;Star;9364722;"2018-04-06 08:19";59.7721;24.8144;21.5;12;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:30";1418.14;-0.14;0.08;on time;late arrival;complete
4737;Megastar;9773064;"2018-04-06 08:20";59.8213;24.7894;22.4;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:29";1418.98;-1.0;0.02;on time;late arrival;complete
4738;Star;9364722;"2018-04-06 08:20";59.7778;24.8165;22.3;11;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:25";1418.06;-0.14;0.0;on time;on time;complete
4739;Megastar;9773064;"2018-04-06 08:21";59.8165;24.7862;22.4;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:26";1418.93;-1.0;-0.03;on time;on time;complete
4740;Star;9364722;"2018-04-06 08:21";59.7841;24.8188;22.4;13;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:26";1418.08;-0.14;0.02;on time;late arrival;complete
4741;Megastar;9773064;"2018-04-06 08:22";59.8106;24.7822;22.5;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:33";1419.05;-1.0;0.08;on time;late arrival;complete
4742;Star;9364722;"2018-04-06 08:22";59.791;24.8214;22.6;12;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:22";1418.01;-0.14;-0.05;on time;on time;complete
4743;Megastar;9773064;"2018-04-06 08:23";59.8041;24.7778;22.7;198;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:40";1419.16;-1.0;0.2;on time;late arrival;complete
4744;Star;9364722;"2018-04-06 08:23";59.7979;24.8239;22.6;13;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:30";1418.14;-0.14;0.08;on time;late arrival;complete
4745;Megastar;9773064;"2018-04-06 08:25";59.7916;24.7693;22.8;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:32";1419.03;-1.0;0.07;on time;late arrival;complete
4746;Star;9364722;"2018-04-06 08:24";59.8049;24.8265;22.5;12;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:26";1418.08;-0.14;0.03;on time;late arrival;complete
4747;Megastar;9773064;"2018-04-06 08:26";59.7937;24.7707;22.9;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:29";"2018-06-04 09:29";1418.98;-1.0;0.0;on time;on time;complete
4748;Star;9364722;"2018-04-06 08:26";59.8117;24.829;22.5;14;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:25";"2018-06-04 09:32";1418.18;-0.14;0.12;on time;late arrival;complete
4749;Star;9364722;"2018-04-06 08:27";59.823;24.8332;22.8;15;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:27";1418.09;-0.14;0.05;on time;late arrival;complete
4750;Megastar;9773064;"2018-04-06 08:28";59.774;24.7573;23.0;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:37";1419.11;-1.0;0.15;on time;late arrival;complete
4751;Star;9364722;"2018-04-06 08:27";59.8256;24.8342;22.6;13;10;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:26";1418.08;-0.14;0.03;on time;late arrival;complete
4752;Megastar;9773064;"2018-04-06 08:29";59.767;24.7525;23.0;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:37";1419.11;-1.0;0.15;on time;late arrival;complete
4753;Star;9364722;"2018-04-06 08:28";59.8325;24.8368;22.5;16;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:23";1418.03;-0.14;-0.02;on time;on time;complete
4754;Megastar;9773064;"2018-04-06 08:30";59.7609;24.7484;23.0;199;201;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:29";1418.98;-1.0;0.02;on time;late arrival;complete
4755;Star;9364722;"2018-04-06 08:29";59.8394;24.8396;22.2;19;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:26";1418.08;-0.14;0.03;on time;late arrival;complete
4756;Megastar;9773064;"2018-04-06 08:31";59.7555;24.7446;23.0;201;203;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4757;Star;9364722;"2018-04-06 08:31";59.8463;24.8424;22.4;14;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:33";1418.19;-0.14;0.15;on time;late arrival;complete
4758;Megastar;9773064;"2018-04-06 08:32";59.7495;24.7391;22.9;208;211;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:28";1418.96;-1.0;0.0;on time;on time;complete
4759;Star;9364722;"2018-04-06 08:32";59.8531;24.8452;22.1;7;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:27";1418.09;-0.14;0.05;on time;late arrival;complete
4760;Megastar;9773064;"2018-04-06 08:33";59.7434;24.7325;23.0;209;211;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:34";1419.06;-1.0;0.1;on time;late arrival;complete
4761;Star;9364722;"2018-04-06 08:33";59.8613;24.8486;22.6;17;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:30";1418.14;-0.14;0.1;on time;late arrival;complete
4762;Megastar;9773064;"2018-04-06 08:34";59.7381;24.7268;23.0;209;211;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:35";1419.08;-1.0;0.12;on time;late arrival;complete
4763;Star;9364722;"2018-04-06 08:34";59.8662;24.8506;22.4;13;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:24";1418.04;-0.14;0.0;on time;on time;complete
4764;Megastar;9773064;"2018-04-06 08:35";59.7327;24.7209;23.0;209;211;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:31";1419.01;-1.0;0.05;on time;late arrival;complete
4765;Star;9364722;"2018-04-06 08:35";59.8731;24.8535;22.7;17;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:28";1418.11;-0.14;0.07;on time;late arrival;complete
4766;Megastar;9773064;"2018-04-06 08:36";59.7271;24.7148;23.0;207;208;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:28";"2018-06-04 09:38";1419.13;-1.0;0.17;on time;late arrival;complete
4767;Star;9364722;"2018-04-06 08:36";59.8793;24.8562;23.1;14;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:23";1418.03;-0.14;-0.02;on time;on time;complete
4768;Megastar;9773064;"2018-04-06 08:36";59.7252;24.713;22.9;204;206;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:27";"2018-06-04 09:29";1418.98;-1.0;0.03;on time;late arrival;complete
4769;Star;9364722;"2018-04-06 08:37";59.8861;24.859;22.5;15;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:29";1418.13;-0.14;0.08;on time;late arrival;complete
4770;Megastar;9773064;"2018-04-06 08:39";59.7087;24.7038;23.3;192;194;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:27";1418.95;-1.0;0.02;on time;late arrival;complete
4771;Star;9364722;"2018-04-06 08:39";59.8981;24.8642;22.6;14;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:23";1418.03;-0.14;-0.02;on time;on time;complete
4772;Megastar;9773064;"2018-04-06 08:40";59.7029;24.7013;23.2;192;195;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:34";1419.06;-1.0;0.13;on time;late arrival;complete
4773;Star;9364722;"2018-04-06 08:39";59.8991;24.8646;22.6;14;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:21";1417.99;-0.14;-0.05;on time;on time;complete
4774;Megastar;9773064;"2018-04-06 08:41";59.6966;24.6986;23.2;192;195;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:30";1419.0;-1.0;0.07;on time;late arrival;complete
4775;Star;9364722;"2018-04-06 08:40";59.9055;24.8673;22.5;15;11;EETLL;FIHEL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 07:21:24";"2018-04-06 09:30";"2018-06-04 09:24";"2018-06-04 09:26";1418.08;-0.14;0.03;on time;late arrival;complete
4776;Megastar;9773064;"2018-04-06 08:42";59.6897;24.6957;23.1;192;195;FIHEL;EETLL;"2018-04-06 07:30";"2018-04-06 07:30";"2018-04-06 06:30:14";"2018-04-06 09:30";"2018-06-04 09:26";"2018-06-04 09:28";1418.96;-1.0;0.03;on time;late arrival;complete
